Name,Critic_Score,Critic_Count,User_Score,User_Count
DiRT 2 (4),55.0,13.0,5.7,10.0
Fortress,64.0,15.0,,
FIFA 2001 Major League Soccer,85.0,10.0,7.8,5.0
Froggers Adventures: The Rescue,59.0,12.0,8.5,6.0
F1 Race Stars,61.0,27.0,5.7,35.0
Singularity,76.0,70.0,7.7,170.0
Karaoke Revolution Volume 3,82.0,25.0,7.8,10.0
Army of Two: The 40th Day (3),49.0,11.0,6.0,32.0
Ultimate Fighting Championship: Throwdown,68.0,19.0,8.0,8.0
Disney's Extreme Skate Adventure,78.0,15.0,8.3,12.0
Murdered: Soul Suspect,59.0,60.0,6.9,317.0
Prey,79.0,80.0,7.3,117.0
Folklore,75.0,55.0,8.2,147.0
Drakengard 3,61.0,33.0,7.7,238.0
The Darkness II (2),79.0,28.0,7.6,127.0
NBA 2K3 (2),87.0,15.0,7.9,9.0
Fate/Extra,58.0,10.0,8.1,39.0
Sega Smash Pack,60.0,14.0,,
All-Star Baseball 2005,72.0,13.0,8.6,21.0
NFL Fever 2004,74.0,29.0,8.8,16.0
Test Drive Unlimited (2),82.0,69.0,8.0,87.0
Cabelas Dangerous Hunts 2011 (3),55.0,7.0,,
MLB 07: The Show (2),77.0,30.0,7.5,17.0
The Biggest Loser (2),63.0,5.0,,
Marvel Nemesis: Rise of the Imperfects (3),58.0,15.0,8.7,30.0
Kingdom Under Fire: The Crusaders,81.0,50.0,7.9,31.0
4x4 Evolution,64.0,11.0,,
Clive Barkers Jericho,63.0,46.0,7.5,71.0
LEGO Legends of Chima: Lavals Journey,65.0,5.0,3.6,7.0
Romance of the Three Kingdoms VII,72.0,10.0,8.7,11.0
DJ Hero (4),87.0,4.0,6.4,5.0
"Monsters, Inc. (2)",52.0,15.0,7.2,10.0
Phineas and Ferb: Across the 2nd Dimension (3),63.0,13.0,6.6,9.0
Tekken 6 (3),82.0,39.0,8.2,68.0
Crash of the Titans (5),65.0,25.0,6.3,39.0
Dynasty Warriors 4 Empires,71.0,29.0,8.8,19.0
Shenmue II,80.0,31.0,9.3,97.0
Skylanders Imaginators,77.0,5.0,,
Rugby World Cup 2011,50.0,12.0,5.6,7.0
Overlord II (2),72.0,42.0,7.6,24.0
LEGO Marvels Avengers (4),,,6.0,9.0
Shrek the Third (3),57.0,8.0,,
BlazBlue: Continuum Shift (2),85.0,32.0,8.7,26.0
Batman: Arkham Origins (3),74.0,17.0,7.5,1177.0
Crash Nitro Kart (3),70.0,14.0,8.9,16.0
Etrian Odyssey III: The Drowned City,77.0,23.0,8.0,21.0
Harry Potter and the Half-Blood Prince (6),64.0,38.0,6.8,11.0
Fishing Master,58.0,9.0,8.1,9.0
Madden NFL 2004 (4),70.0,9.0,6.6,5.0
Birthday Party Bash,,,3.0,4.0
NBA Inside Drive 2003,72.0,21.0,7.8,12.0
FIFA Street (3),59.0,29.0,7.9,52.0
Monster La,73.0,11.0,8.4,14.0
Catherine (2),82.0,39.0,7.9,153.0
Namco Museum: Virtual Arcade,63.0,16.0,,
The Matrix: Path of Neo (2),73.0,39.0,7.3,20.0
Batman: Arkham Origins (4),68.0,5.0,7.4,127.0
Bust-A-Move Universe,49.0,30.0,4.8,13.0
Mortal Kombat: Shaolin Monks (2),78.0,37.0,6.6,19.0
Sonic Boom: Rise of Lyric,32.0,28.0,3.6,590.0
The Legend of Spyro: Dawn of the Dragon (5),62.0,35.0,7.2,26.0
Shin Megami Tensei: Devil Survivor 2,79.0,21.0,8.8,45.0
WipEout Pulse (2),82.0,40.0,8.6,31.0
The Settlers 7: Paths to a Kingdom,79.0,33.0,5.2,214.0
Fuel,66.0,45.0,7.0,45.0
Deadpool (3),60.0,11.0,5.7,70.0
Disgaea 5: Alliance of Vengeance,80.0,43.0,8.1,175.0
KISS Pinball,26.0,7.0,3.8,8.0
Brothers In Arms: Earned in Blood (2),85.0,41.0,8.6,25.0
7 Wonders II,60.0,5.0,,
Dead Rising 4,73.0,79.0,4.4,297.0
Manhunt 2 (3),69.0,15.0,8.1,38.0
Dark Void (2),59.0,69.0,6.0,61.0
Happy Feet,,,0.3,9.0
Mega Man Maverick Hunter X,79.0,34.0,8.3,44.0
BlazBlue: Chrono Phantasma,83.0,16.0,8.3,64.0
Clash of the Titans,41.0,28.0,1.7,17.0
Star Wars Jedi Knight II: Jedi Outcast,81.0,24.0,6.8,15.0
Mega Man Battle Network 2,81.0,15.0,9.0,21.0
Major League Baseball 2K8 (2),67.0,23.0,5.6,8.0
Pandoras Tower,73.0,48.0,8.0,99.0
Lego Batman 3: Beyond Gotham (7),,,7.5,13.0
SimAnimals (2),58.0,13.0,2.1,35.0
Tiger Woods PGA Tour 06 (3),71.0,36.0,7.4,8.0
Jonah Lomu Rugby Challenge,73.0,14.0,6.0,8.0
Midway Arcade Treasures 2 (2),74.0,38.0,7.4,7.0
The Incredible Hulk (3),46.0,21.0,,
NASCAR Thunder 2003 (2),85.0,12.0,6.6,5.0
Mega Man Zero Collection,78.0,15.0,8.9,39.0
Pro Evolution Soccer 2013 (2),82.0,33.0,6.9,77.0
Star Wars Racer Revenge,73.0,34.0,8.5,11.0
NCAA Final Four 2002,52.0,14.0,6.5,8.0
Sniper Elite 3 (3),,,6.6,26.0
Cabelas Outdoor Adventures (2009),,,7.8,4.0
Blade II,49.0,21.0,6.1,14.0
Calvin Tuckers Redneck Jamboree,26.0,6.0,,
TRON: Evolution (2),58.0,51.0,5.8,42.0
Dragon Ball Z: Battle of Z,54.0,32.0,5.3,103.0
Bruce Lee: Quest of the Dragon,32.0,24.0,2.4,10.0
Disney's The Emperors New Groove,66.0,8.0,7.2,6.0
Guitar Hero Live (3),,,5.1,22.0
Disney's Stitch: Experiment 626,59.0,17.0,7.8,4.0
Orphen: Scion of Sorcery,54.0,15.0,5.8,8.0
NBA Live 08 (4),73.0,11.0,6.2,5.0
Star Wars Episode III: Revenge of the Sith (4),73.0,22.0,7.8,19.0
Ultimate Spider-Man (4),62.0,4.0,7.3,12.0
Final Fantasy XI: Wings of the Goddess (2),63.0,4.0,5.8,5.0
Midtown Madness 3,76.0,41.0,8.3,30.0
Shrek Swamp Kart Speedway,27.0,5.0,8.9,19.0
Contra 4,83.0,38.0,8.4,45.0
Monsters vs. Aliens (2),66.0,18.0,4.5,4.0
Spyro: Attack of the Rhynocs,72.0,13.0,7.5,15.0
NASCAR 2011: The Game,62.0,24.0,4.1,14.0
Kingdoms of Amalur: Reckoning (3),81.0,25.0,6.6,1100.0
Karaoke Revolution Party,78.0,25.0,,
Burnout (2),78.0,18.0,7.9,18.0
Lizzie McGuire 3: Homecoming Havoc,59.0,6.0,,
Chaos Legion,65.0,34.0,8.2,58.0
Charlie and the Chocolate Factory (2),36.0,5.0,3.8,6.0
Neopets: The Darkest Faerie,61.0,18.0,8.5,30.0
24: The Game,62.0,53.0,8.2,40.0
The Dukes of Hazzard II: Daisy Dukes It Out,53.0,5.0,,
The King of Fighters XIII (2),77.0,26.0,8.2,76.0
Tom Clancys Splinter Cell 3D,53.0,32.0,5.5,26.0
Magna Carta 2,69.0,49.0,7.0,57.0
Looney Tunes: Duck Amuck,66.0,16.0,,
Romance of the Three Kingdoms VIII,77.0,14.0,8.9,17.0
F1 2013 (2),79.0,29.0,6.6,33.0
Crazy Taxi: Catch a Ride,48.0,14.0,5.9,8.0
PowerUp Heroes,61.0,13.0,7.5,10.0
Jonas,45.0,4.0,,
Rayman 2: Revolution,90.0,16.0,8.2,43.0
One Piece Unlimited Cruise SP,46.0,20.0,7.5,15.0
Madden NFL 13 (4),63.0,6.0,7.3,38.0
Army Men: Air Attack 2,74.0,8.0,5.3,4.0
NBA Live 2003 (3),82.0,11.0,8.2,5.0
Stranglehold (2),77.0,22.0,7.9,48.0
Pride FC: Fighting Championships,73.0,19.0,8.6,7.0
Sword Art Online: Hollow Fragment,67.0,28.0,7.6,132.0
Resident Evil Archives: Resident Evil,76.0,11.0,8.9,41.0
Eternal Ring,62.0,13.0,5.3,9.0
Silent Hill: Shattered Memories (3),73.0,28.0,7.5,44.0
PlayStation VR Worlds,59.0,48.0,7.0,78.0
Dynasty Warriors 6 (2),60.0,42.0,7.4,22.0
UEFA Euro 2016,72.0,7.0,6.6,8.0
Spider-Man 3 (6),52.0,7.0,7.4,9.0
Dance Dance Revolution Universe 3,65.0,6.0,7.7,7.0
Steep,72.0,55.0,6.5,148.0
Def Jam Rapstar (3),74.0,36.0,5.4,9.0
Showdown: Legends of Wrestling,55.0,24.0,6.1,7.0
Skylanders: Trap Team (7),,,3.4,5.0
Full Spectrum Warrior (2),74.0,24.0,8.0,13.0
The Sims 2: Pets (4),68.0,27.0,8.0,25.0
Spirit: Stallion of the Cimarron,46.0,5.0,,
Borderlands: The Pre-Sequel (3),75.0,55.0,6.2,710.0
Fist of the North Star: Kens Rage 2,49.0,19.0,7.0,19.0
MySims Party,64.0,9.0,,
Shark Tale (3),69.0,23.0,,
MLB SlugFest Loaded,77.0,30.0,9.2,5.0
1701 A.D.,79.0,30.0,8.3,38.0
Capcom Classics Collection Remixed,72.0,37.0,7.0,5.0
Teenage Mutant Ninja Turtles (5),56.0,22.0,8.4,9.0
Little Deviants,57.0,62.0,5.5,53.0
Shrek the Third (4),70.0,16.0,6.8,5.0
AMF Bowling 2004,48.0,6.0,4.4,8.0
Sorcery,70.0,52.0,7.3,57.0
Radiant Historia,85.0,30.0,9.0,82.0
The LEGO Movie Videogame (7),,,5.7,15.0
Shaun White Snowboarding: World Stage,72.0,33.0,8.7,30.0
Harry Potter and the Order of the Phoenix (4),68.0,38.0,6.8,20.0
Grandia II,71.0,19.0,8.6,31.0
Spider-Man: Friend or Foe (3),60.0,51.0,6.3,26.0
Guitar Hero: Van Halen,57.0,34.0,5.8,17.0
The Sims 2 (6),90.0,61.0,8.8,685.0
Batman: The Brave and the Bold the Videogame,74.0,14.0,8.0,8.0
Need for Speed Underground (4),77.0,9.0,8.2,25.0
Outlaw Golf,72.0,23.0,6.9,9.0
MySims SkyHeroes (2),67.0,9.0,5.2,5.0
Mini Ninjas (4),73.0,44.0,8.4,38.0
Lupin the 3rd: Treasure of the Sorcerer King,67.0,16.0,,
Ben 10 Alien Force: Vilgax Attacks (4),,,7.0,4.0
Nicktoons: Battle for Volcano Island,59.0,6.0,,
NBA Street V3 (3),88.0,36.0,8.4,16.0
WinBack: Covert Operations,66.0,11.0,7.7,20.0
Syphon Filter: Dark Mirror,87.0,58.0,9.0,118.0
Invizimals: Shadow Zone,,,9.0,4.0
Glory of Heracles,69.0,23.0,7.3,18.0
Resident Evil: Revelations 2 (2),,,6.8,49.0
Up (5),61.0,18.0,6.8,6.0
Modnation Racers: Road Trip,62.0,51.0,6.4,69.0
ExerBeat,60.0,9.0,7.6,5.0
NBA Live 06 (4),64.0,35.0,5.6,16.0
Need for Speed: Most Wanted (8),82.0,19.0,8.5,531.0
Ultimate Marvel vs. Capcom 3,80.0,48.0,7.7,93.0
Front Mission Evolved,58.0,42.0,6.0,31.0
Little Kings Story,87.0,50.0,8.8,87.0
Dynasty Warriors: Strikeforce (2),64.0,27.0,7.3,15.0
Zoo Tycoon 2 DS,60.0,17.0,5.4,7.0
NieR (2),67.0,60.0,8.3,128.0
Project CARS (2),81.0,16.0,5.8,135.0
Area 51 (3),72.0,43.0,8.1,16.0
FIFA Soccer 13 (8),68.0,4.0,3.7,16.0
Wanted: Weapons of Fate (2),61.0,56.0,7.0,26.0
The Chronicles of Riddick: Assault on Dark Athena,82.0,67.0,8.2,73.0
Mega Man X8,68.0,23.0,8.5,63.0
Ford Mustang: The Legend Lives,58.0,5.0,7.3,8.0
FlatOut: Head On,74.0,28.0,8.2,21.0
Battlefield: Hardline (4),,,4.1,65.0
Duel Masters: Sempai Legends,69.0,19.0,8.0,5.0
John Deere: Harvest in the Heartland,43.0,7.0,,
Harvest Moon: Magical Melody,69.0,14.0,8.8,17.0
X-Men Legends II: Rise of Apocalypse (3),84.0,30.0,8.3,44.0
Trace Memory,70.0,51.0,8.1,42.0
Prince of Persia: Rival Swords,70.0,30.0,7.7,21.0
Heroes of the Pacific,76.0,31.0,8.4,15.0
The Lord of the Rings: The Third Age (2),74.0,25.0,7.8,19.0
Nicktoons: Battle for Volcano Island (2),,,7.0,4.0
Trauma Center: New Blood,77.0,43.0,8.0,20.0
Madden NFL 08 (6),76.0,6.0,6.0,4.0
Starhawk,77.0,71.0,7.8,188.0
Sonic Boom: Shattered Crystal,47.0,21.0,6.2,162.0
Call of Juarez: The Cartel,45.0,42.0,5.5,74.0
Pirates of the Caribbean,65.0,30.0,7.4,27.0
Ace Combat: Joint Assault,71.0,30.0,7.2,12.0
The BIGS 2,68.0,5.0,8.5,6.0
Turning Point: Fall of Liberty,43.0,44.0,6.8,87.0
Shrek Super Party,30.0,4.0,5.1,17.0
MLB Power Pros,83.0,12.0,8.4,45.0
"Sakura Wars: So Long, My Love",81.0,15.0,7.3,26.0
Dynasty Tactics,79.0,14.0,8.1,31.0
Angry Birds Star Wars (2),49.0,6.0,3.6,23.0
Metal Gear Solid V: Ground Zeroes (3),76.0,13.0,5.4,349.0
SimCity 4,84.0,36.0,8.7,268.0
Fable: The Journey,61.0,70.0,4.7,81.0
Puzzle Quest: Challenge of the Warlords (2),71.0,17.0,6.2,5.0
Sniper Elite 3 (4),,,6.4,18.0
Surfs Up,60.0,4.0,,
Looney Tunes Racing,71.0,11.0,,
Sengoku Basara: Samurai Heroes (2),65.0,18.0,8.8,13.0
Rayman 3: Hoodlum Havoc,76.0,21.0,8.6,39.0
Feel the Magic XY/XX,75.0,55.0,8.1,18.0
Warriors Orochi 2,56.0,14.0,7.5,4.0
Psi-Ops: The Mindgate Conspiracy,84.0,46.0,8.9,27.0
Neopets Puzzle Adventure,70.0,12.0,,
Dead Rising: Chop Till You Drop,61.0,30.0,6.5,35.0
NASCAR 08,59.0,29.0,5.2,30.0
Spyro: A Heros Tail (2),62.0,13.0,8.3,10.0
Majin and the Forsaken Kingdom,72.0,49.0,7.9,35.0
NES Remix,71.0,34.0,7.1,133.0
World of Tanks,80.0,38.0,3.7,1472.0
Links 2004,80.0,41.0,9.0,9.0
Assassins Creed IV: Black Flag (6),86.0,5.0,7.7,207.0
Earthworm Jim,72.0,10.0,5.7,6.0
Tales of Phantasia (3),76.0,29.0,8.0,25.0
Bratz: Super Babyz,50.0,4.0,,
Monster 4x4: Masters of Metal,48.0,9.0,8.3,13.0
SingStar Country,75.0,13.0,,
Alien: Isolation (4),,,8.2,113.0
Hot Shots Golf: World Invitational (2),,,7.9,9.0
Disney's Extreme Skate Adventure (2),70.0,6.0,,
Dragon Ball GT: Transformation,69.0,12.0,8.2,26.0
FIFA 15 (8),82.0,9.0,4.2,387.0
Dragon Ball Z: Budokai Tenkaichi 2 (2),72.0,37.0,8.5,40.0
The Warriors (2),85.0,55.0,8.2,21.0
Shadow Hearts,73.0,24.0,8.8,57.0
Haven: Call of the King,69.0,26.0,6.9,15.0
Street Hoops (2),58.0,22.0,8.0,4.0
X-Men: Reign of Apocalypse,61.0,10.0,,
R: Racing Evolution,66.0,35.0,6.2,5.0
Kenka Bancho: Badass Rumble,70.0,21.0,7.5,6.0
The Golden Compass (6),40.0,17.0,4.8,16.0
World of Final Fantasy (2),77.0,5.0,8.5,51.0
ATV Quad Power Racing 2 (3),70.0,18.0,9.0,4.0
LEGO The Lord of the Rings (5),54.0,8.0,5.6,35.0
Hatsune Miku: Project Diva f,73.0,10.0,8.4,108.0
Marvel Nemesis: Rise of the Imperfects (4),58.0,34.0,7.5,20.0
Final Fantasy VI Advance,92.0,25.0,8.4,193.0
Viewtiful Joe (2),90.0,34.0,8.5,35.0
DeathSmiles,76.0,29.0,8.4,47.0
Bladestorm: The Hundred Years War,58.0,23.0,7.9,28.0
SAW (2),59.0,39.0,7.4,51.0
Chromehounds,71.0,60.0,7.0,72.0
Harry Potter and the Sorcerers Stone (4),56.0,14.0,7.6,21.0
Unreal Championship 2: The Liandri Conflict,85.0,54.0,8.2,21.0
Kung Fu Chaos,68.0,41.0,8.5,27.0
Assassins Creed II: Discovery,69.0,20.0,7.2,23.0
Reel Fishing: Anglers Dream,,,7.5,4.0
Shrek the Third (5),57.0,28.0,6.7,7.0
Mass Effect Trilogy (3),,,8.0,60.0
Jackass the Game,58.0,24.0,6.6,14.0
Pirates of the Caribbean: Dead Mans Chest (2),52.0,34.0,8.0,17.0
Operation Flashpoint: Red River (2),69.0,64.0,6.1,29.0
Carol Vordermans Sudoku,75.0,4.0,,
Transformers: Dark of the Moon (2),59.0,53.0,6.7,30.0
Surfs Up (2),56.0,5.0,7.0,4.0
Syphon Filter: Dark Mirror (2),70.0,24.0,7.8,12.0
Mission: Impossible - Operation Surma,64.0,30.0,7.8,10.0
MLB 07: The Show (3),82.0,12.0,7.2,10.0
Pitfall: The Mayan Adventure,58.0,10.0,,
Driver: Parallel Lines,69.0,41.0,6.9,74.0
Mega Man ZX,76.0,37.0,8.3,32.0
Backyard Wrestling 2: There Goes the Neighborhood,46.0,23.0,4.7,10.0
Disney's Treasure Planet (2),68.0,6.0,,
Guitar Hero: Van Halen (2),50.0,12.0,5.2,6.0
Dead or Alive,84.0,10.0,8.6,18.0
Dead to Rights: Retribution,60.0,44.0,5.9,27.0
Wild ARMs 5,71.0,26.0,7.6,23.0
NFL Blitz 20-02,76.0,22.0,8.9,15.0
El Shaddai: Ascension of the Metatron,78.0,46.0,7.5,40.0
Tony Hawk: Shred (2),56.0,5.0,6.7,6.0
NCAA March Madness 2005 (2),80.0,18.0,7.8,4.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe (3)",71.0,17.0,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies (3),65.0,8.0,,
Silent Hill 2: Restless Dreams,84.0,23.0,8.3,39.0
Bass Strike,57.0,11.0,5.8,4.0
NHL Hitz 20-03,82.0,19.0,8.4,11.0
The Evil Within (5),68.0,18.0,5.9,726.0
Bionic Commando (2),70.0,65.0,7.3,88.0
Monopoly Streets (3),66.0,18.0,6.6,16.0
Medieval Moves: Deadmunds Quest,61.0,41.0,6.5,17.0
Pac-Man Fever (2),54.0,10.0,6.3,6.0
Trivial Pursuit (3),66.0,13.0,7.1,7.0
Real Pool,54.0,15.0,,
Mister Mosquito,65.0,23.0,4.9,11.0
Rugby World Cup 2011 (2),55.0,14.0,3.9,13.0
Skylanders: SuperChargers (5),76.0,15.0,5.5,17.0
Angry Birds Star Wars (3),59.0,3.0,5.6,25.0
Madagascar (5),71.0,28.0,,
Virtua Fighter 5 Online,89.0,36.0,7.6,62.0
Indiana Jones and the Staff of Kings (2),55.0,4.0,7.5,13.0
LEGO Harry Potter Collection,73.0,17.0,8.1,7.0
Deer Hunter,,,8.5,17.0
Rock Revolution,38.0,28.0,5.1,17.0
One Piece: Unlimited World Red (2),71.0,28.0,7.3,46.0
WWII Aces,41.0,7.0,5.4,18.0
Dave Mirra Freestyle BMX 2 (2),78.0,15.0,7.7,10.0
Sing Party,60.0,21.0,5.4,18.0
True Crime: New York City (2),60.0,43.0,7.8,17.0
Summer Heat Beach Volleyball,65.0,21.0,7.7,19.0
NCAA Basketball 09,55.0,4.0,,
Avatar: The Last Airbender (3),56.0,15.0,5.8,8.0
Myst III: Exile,57.0,9.0,7.0,4.0
Castlevania: Aria of Sorrow,91.0,29.0,9.1,127.0
Shin Megami Tensei: Strange Journey,80.0,26.0,8.8,70.0
Army of Two: The Devils Cartel,58.0,27.0,6.7,100.0
Patapon 3,74.0,41.0,7.2,35.0
Ice Age: Dawn of the Dinosaurs (2),75.0,12.0,8.3,6.0
Q-Ball: Billiards Master,65.0,9.0,,
Rory McIlroy PGA Tour (2),60.0,26.0,4.3,78.0
EyePet (2),57.0,19.0,,
Guitar Hero: Van Halen (3),59.0,33.0,4.7,9.0
Tao Feng: Fist of the Lotus,65.0,32.0,6.5,8.0
Over the Hedge (3),71.0,17.0,6.4,9.0
Dragon Ball Z: Budokai 2 (2),66.0,9.0,5.8,12.0
Motocross Maniacs Advance,69.0,11.0,,
Siren: Blood Curse,78.0,42.0,8.1,87.0
NBA 2K12 (4),,,5.0,7.0
NHL Hitz 20-02 (2),79.0,20.0,8.7,11.0
Need for Speed: The Run (4),64.0,6.0,3.8,22.0
GRID 2 (2),78.0,51.0,5.8,156.0
Ultimate NES Remix,69.0,16.0,7.6,32.0
Evil Dead: Hail to the King,51.0,8.0,6.0,7.0
Dave Mirra Freestyle BMX: Maximum Remix,67.0,11.0,8.1,7.0
Dead Rising 2: Off the Record (2),72.0,48.0,7.3,61.0
Athens 2004,61.0,57.0,7.2,13.0
Pro Race Driver,81.0,22.0,8.5,21.0
Sydney 2000,57.0,10.0,,
Baten Kaitos: Eternal Wings and the Lost Ocean,80.0,48.0,9.0,60.0
The Warriors (3),81.0,36.0,7.8,21.0
Disgaea 3: Absence of Detention,78.0,28.0,7.6,116.0
Iron Man 2 (5),41.0,35.0,5.9,54.0
Rocky: Legends,65.0,24.0,8.6,12.0
NickToons: Racing,78.0,4.0,,
Pac-Pix,71.0,41.0,7.1,7.0
RalliSport Challenge 2,87.0,69.0,9.1,33.0
F1 Race Stars (2),64.0,33.0,5.7,22.0
Wave Rally,62.0,17.0,4.5,4.0
Over the Hedge (4),49.0,11.0,,
RollerCoaster Tycoon 3,81.0,39.0,5.1,348.0
NHL 07 (2),79.0,49.0,5.3,167.0
Disney's Chicken Little (3),67.0,12.0,,
Ty the Tasmanian Tiger (2),69.0,12.0,8.5,16.0
WWE Road to WrestleMania X8,73.0,10.0,7.5,6.0
Fullmetal Alchemist 2: Curse of the Crimson Elixir,67.0,21.0,8.4,20.0
NASCAR 06: Total Team Control (2),79.0,25.0,5.9,7.0
BloodRayne 2,70.0,26.0,8.5,21.0
The Clu,76.0,63.0,6.8,43.0
LEGO The Hobbit (4),69.0,20.0,6.8,36.0
Lightning Returns: Final Fantasy XIII (2),69.0,21.0,6.6,225.0
NHL 2002 (2),89.0,17.0,8.8,5.0
Tiger Woods PGA Tour 07 (5),78.0,23.0,,
Shadow of Rome,75.0,52.0,8.3,62.0
NASCAR 2011: The Game (2),62.0,16.0,3.7,15.0
Transformers: Cybertron Adventures,41.0,15.0,6.5,8.0
Harry Potter and the Order of the Phoenix (5),61.0,17.0,8.0,28.0
Tearaway Unfolded,81.0,70.0,8.2,193.0
Gun (3),75.0,53.0,7.5,57.0
Stuntman: Ignition (3),71.0,8.0,6.4,8.0
Rapala Pro Bass Fishing 2010 (3),,,8.5,4.0
NHL 2K11,62.0,12.0,5.8,4.0
Fantastic 4 (2),62.0,46.0,6.6,8.0
Mat Hoffmans Pro BMX (2),71.0,11.0,,
Batman: Arkham Origins Blackgate (2),68.0,7.0,6.8,38.0
Shadows of the Damned,77.0,56.0,8.1,126.0
MotoGP,77.0,16.0,6.0,5.0
R.U.S.E. (2),76.0,33.0,8.1,177.0
Rock Revolution (2),42.0,20.0,6.6,12.0
NBA Live 2004 (3),84.0,17.0,9.0,4.0
XGIII: Extreme G Racing,81.0,21.0,8.2,9.0
NASCAR Thunder 2003 (3),84.0,13.0,,
NFL Street 3,68.0,13.0,,
Beyblade: Metal Masters,65.0,4.0,,
Reign of Fire,56.0,16.0,7.0,4.0
Tropico 4 (2),78.0,46.0,7.7,359.0
The Sims 2: Pets (5),66.0,15.0,7.3,8.0
The BIGS (3),79.0,23.0,8.4,21.0
Jurassic Park: Operation Genesis,75.0,13.0,8.9,21.0
Guitar Hero Live (4),,,5.5,19.0
NBA ShootOut 2001,71.0,10.0,,
Knockout Kings 2002 (2),78.0,20.0,7.9,7.0
Cabelas Big Game Hunter 2010 (3),,,5.6,5.0
InuYasha: Feudal Combat,52.0,14.0,8.3,21.0
R.U.S.E. (3),78.0,45.0,7.0,38.0
Duel Masters,66.0,20.0,8.3,6.0
Super Collapse! 3,71.0,10.0,,
MotionSports: Adrenaline,41.0,8.0,6.5,8.0
Ratatouille (6),56.0,14.0,,
The Dog Island (2),,,7.0,6.0
AC/DC LIVE: Rock Band Track Pack,,,7.2,5.0
Boogie (2),58.0,11.0,,
NBA 07,63.0,24.0,6.3,10.0
Call of Juarez: The Cartel (2),47.0,62.0,5.7,109.0
Suikoden Tierkreis,76.0,24.0,7.4,37.0
My Japanese Coach,59.0,4.0,6.7,6.0
Need for Speed: Most Wanted (10),45.0,4.0,6.1,22.0
Section 8,69.0,49.0,7.3,59.0
The Legend of Legacy,67.0,31.0,7.1,55.0
ESPN NBA Basketball (2),87.0,18.0,8.2,25.0
Family Guy: Back to the Multiverse,40.0,9.0,6.4,31.0
Lowrider,46.0,14.0,8.4,11.0
All-Pro Football 2K8,75.0,22.0,6.8,52.0
Fish Tycoon,46.0,9.0,7.0,6.0
Plants vs. Zombies (2),89.0,27.0,8.2,161.0
Rune: Viking Warlord,53.0,16.0,7.3,11.0
MLB 09: The Show (3),78.0,12.0,6.9,7.0
The Incredible Hulk (4),55.0,42.0,6.4,24.0
Panzer Dragoon Orta,90.0,41.0,8.6,65.0
Americas Test Kitchen: Lets Get Cooking,87.0,4.0,5.6,9.0
Angry Birds Star Wars (4),,,2.8,5.0
NPPL: Championship Paintball 2009,,,8.3,11.0
ExciteBots: Trick Racing,77.0,29.0,8.6,26.0
Superman Returns,51.0,48.0,6.2,49.0
Sword Art Online: Lost Song (2),63.0,32.0,6.3,60.0
Shin Megami Tensei: Devil Survivor,84.0,28.0,8.8,79.0
MLB SlugFest 2006,56.0,11.0,7.5,10.0
Etrian Odyssey II: Heroes of Lagaard,82.0,17.0,8.9,24.0
The Incredible Hulk (5),55.0,26.0,6.8,20.0
Deadly Premonition,68.0,39.0,8.2,332.0
Marvel Super Hero Squad: The Infinity Gauntlet,49.0,6.0,,
LEGO Marvels Avengers (5),69.0,4.0,6.8,15.0
Mafia III (3),63.0,29.0,3.2,927.0
The Adventures of Tintin: The Game (2),59.0,27.0,5.7,13.0
Ford Racing 3,50.0,7.0,6.6,8.0
Phantasy Star Universe: Ambition of the Illuminus,,,8.4,8.0
Dragon Ball Z: Tenkaichi Tag Team,63.0,22.0,8.6,20.0
Major League Baseball 2K10 (2),53.0,4.0,,
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,55.0,5.0,,
Etrian Odyssey Untold: The Millennium Girl,80.0,41.0,8.2,89.0
Dragon Ball: Xenoverse 2 (2),73.0,8.0,7.4,30.0
Final Fantasy V Advance,83.0,25.0,7.3,77.0
Need for Speed: Most Wanted (11),,,8.3,14.0
Star Trek: Invasion,76.0,12.0,,
Star Wars: Bounty Hunter (2),67.0,20.0,7.6,16.0
Dynasty Warriors 7: Xtreme Legends,64.0,11.0,7.8,10.0
Bratz: The Movie (2),,,5.0,6.0
Angry Birds Trilogy (2),63.0,13.0,3.5,27.0
Naruto: Ultimate Ninja Heroes,70.0,11.0,6.6,11.0
Major League Baseball 2K9 (2),61.0,5.0,4.5,10.0
Battlestations: Midway,73.0,55.0,7.1,40.0
Riding Spirits,59.0,14.0,9.0,17.0
Just Dance 2015 (6),,,6.8,4.0
Bust A Groove 2,66.0,8.0,8.9,35.0
Inazuma Eleven Strikers,59.0,16.0,7.9,10.0
NCAA March Madness 08,,,5.0,8.0
Armored Core: Nexus,73.0,19.0,8.7,7.0
Evolution Skateboarding,44.0,14.0,6.7,9.0
Scene It? Twilight,49.0,5.0,,
Outlaw Volleyball,77.0,33.0,8.4,7.0
Batman: Vengeance (2),70.0,17.0,5.8,16.0
XCOM 2,88.0,104.0,7.1,1242.0
Samurai Warriors 4,,,8.0,11.0
Spider-Man: Web of Shadows (2),67.0,44.0,7.9,34.0
LEGO Jurassic World (7),,,7.8,12.0
Crash Nitro Kart (4),66.0,10.0,7.4,8.0
Legaia 2: Duel Saga,67.0,21.0,8.4,43.0
